Image,Class
poligons_Mezs\4114-34_4_tile_6272_8736.tif,13
poligons_Mezs\4114-34_4_tile_6272_896.tif,13
poligons_Mezs\4114-34_4_tile_6272_8960.tif,13
poligons_Mezs\4114-34_4_tile_6272_9184.tif,13
poligons_Mezs\4114-34_4_tile_6272_9408.tif,13
poligons_Mezs\4114-34_4_tile_6272_9632.tif,13
poligons_Mezs\4114-34_4_tile_6496_0.tif,13
poligons_Mezs\4114-34_4_tile_6496_1120.tif,13
poligons_Mezs\4114-34_4_tile_6496_1344.tif,13
poligons_Mezs\4114-34_4_tile_6496_1568.tif,13
poligons_Mezs\4114-34_4_tile_6496_1792.tif,13
poligons_Mezs\4114-34_4_tile_6496_2016.tif,13
poligons_Mezs\4114-34_4_tile_6496_224.tif,13
poligons_Mezs\4114-34_4_tile_6496_2240.tif,13
poligons_Mezs\4114-34_4_tile_6496_2464.tif,13
poligons_Mezs\4114-34_4_tile_6496_2688.tif,13
poligons_Mezs\4114-34_4_tile_6496_2912.tif,13
poligons_Mezs\4114-34_4_tile_6496_3136.tif,13
poligons_Mezs\4114-34_4_tile_6496_3360.tif,13
poligons_Mezs\4114-34_4_tile_6496_3584.tif,13
poligons_Mezs\4114-34_4_tile_6496_3808.tif,13
poligons_Mezs\4114-34_4_tile_6496_4032.tif,13
poligons_Mezs\4114-34_4_tile_6496_4256.tif,13
poligons_Mezs\4114-34_4_tile_6496_448.tif,13
poligons_Mezs\4114-34_4_tile_6496_4480.tif,13
poligons_Mezs\4114-34_4_tile_6496_4704.tif,13
poligons_Mezs\4114-34_4_tile_6496_4928.tif,13
poligons_Mezs\4114-34_4_tile_6496_5152.tif,13
poligons_Mezs\4114-34_4_tile_6496_5376.tif,13
poligons_Mezs\4114-34_4_tile_6496_5600.tif,13
poligons_Mezs\4114-34_4_tile_6496_5824.tif,13
poligons_Mezs\4114-34_4_tile_6496_6048.tif,13
poligons_Mezs\4114-34_4_tile_6496_6272.tif,13
poligons_Mezs\4114-34_4_tile_6496_6496.tif,13
poligons_Mezs\4114-34_4_tile_6496_672.tif,13
poligons_Mezs\4114-34_4_tile_6496_6720.tif,13
poligons_Mezs\4114-34_4_tile_6496_6944.tif,13
poligons_Mezs\4114-34_4_tile_6496_7168.tif,13
poligons_Mezs\4114-34_4_tile_6496_7392.tif,13
poligons_Mezs\4114-34_4_tile_6496_7616.tif,13
poligons_Mezs\4114-34_4_tile_6496_7840.tif,13
poligons_Mezs\4114-34_4_tile_6496_8064.tif,13
poligons_Mezs\4114-34_4_tile_6496_8288.tif,13
poligons_Mezs\4114-34_4_tile_6496_8512.tif,13
poligons_Mezs\4114-34_4_tile_6496_8736.tif,13
poligons_Mezs\4114-34_4_tile_6496_896.tif,13
poligons_Mezs\4114-34_4_tile_6496_8960.tif,13
poligons_Mezs\4114-34_4_tile_6496_9184.tif,13
poligons_Mezs\4114-34_4_tile_6496_9408.tif,13
poligons_Mezs\4114-34_4_tile_6496_9632.tif,13
poligons_Mezs\4114-34_4_tile_6720_0.tif,13
poligons_Mezs\4114-34_4_tile_6720_1120.tif,13
poligons_Mezs\4114-34_4_tile_6720_1344.tif,13
poligons_Mezs\4114-34_4_tile_6720_1568.tif,13
poligons_Mezs\4114-34_4_tile_6720_1792.tif,13
poligons_Mezs\4114-34_4_tile_6720_2016.tif,13
poligons_Mezs\4114-34_4_tile_6720_224.tif,13
poligons_Mezs\4114-34_4_tile_6720_2240.tif,13
poligons_Mezs\4114-34_4_tile_6720_2464.tif,13
poligons_Mezs\4114-34_4_tile_6720_2688.tif,13
poligons_Mezs\4114-34_4_tile_6720_2912.tif,13
poligons_Mezs\4114-34_4_tile_6720_3136.tif,13
poligons_Mezs\4114-34_4_tile_6720_3360.tif,13
poligons_Mezs\4114-34_4_tile_6720_3584.tif,13
poligons_Mezs\4114-34_4_tile_6720_3808.tif,13
poligons_Mezs\4114-34_4_tile_6720_4032.tif,13
poligons_Mezs\4114-34_4_tile_6720_4256.tif,13
poligons_Mezs\4114-34_4_tile_6720_448.tif,13
poligons_Mezs\4114-34_4_tile_6720_4480.tif,13
poligons_Mezs\4114-34_4_tile_6720_4704.tif,13
poligons_Mezs\4114-34_4_tile_6720_4928.tif,13
poligons_Mezs\4114-34_4_tile_6720_5152.tif,13
poligons_Mezs\4114-34_4_tile_6720_5376.tif,13
poligons_Mezs\4114-34_4_tile_6720_5600.tif,13
poligons_Mezs\4114-34_4_tile_6720_5824.tif,13
poligons_Mezs\4114-34_4_tile_6720_6048.tif,13
poligons_Mezs\4114-34_4_tile_6720_6272.tif,13
poligons_Mezs\4114-34_4_tile_6720_6496.tif,13
poligons_Mezs\4114-34_4_tile_6720_672.tif,13
poligons_Mezs\4114-34_4_tile_6720_6720.tif,13
poligons_Mezs\4114-34_4_tile_6720_6944.tif,13
poligons_Mezs\4114-34_4_tile_6720_7168.tif,13
poligons_Mezs\4114-34_4_tile_6720_7392.tif,13
poligons_Mezs\4114-34_4_tile_6720_7616.tif,13
poligons_Mezs\4114-34_4_tile_6720_7840.tif,13
poligons_Mezs\4114-34_4_tile_6720_8064.tif,13
poligons_Mezs\4114-34_4_tile_6720_8288.tif,13
poligons_Mezs\4114-34_4_tile_6720_8512.tif,13
poligons_Mezs\4114-34_4_tile_6720_8736.tif,13
poligons_Mezs\4114-34_4_tile_6720_896.tif,13
poligons_Mezs\4114-34_4_tile_6720_8960.tif,13
poligons_Mezs\4114-34_4_tile_6720_9184.tif,13
poligons_Mezs\4114-34_4_tile_6720_9408.tif,13
poligons_Mezs\4114-34_4_tile_6720_9632.tif,13
poligons_Mezs\4114-34_4_tile_6944_0.tif,13
poligons_Mezs\4114-34_4_tile_6944_1120.tif,13
poligons_Mezs\4114-34_4_tile_6944_1344.tif,13
poligons_Mezs\4114-34_4_tile_6944_1568.tif,13
poligons_Mezs\4114-34_4_tile_6944_1792.tif,13
poligons_Mezs\4114-34_4_tile_6944_2016.tif,13
poligons_Mezs\4114-34_4_tile_6944_224.tif,13
poligons_Mezs\4114-34_4_tile_6944_2240.tif,13
poligons_Mezs\4114-34_4_tile_6944_2464.tif,13
poligons_Mezs\4114-34_4_tile_6944_2688.tif,13
poligons_Mezs\4114-34_4_tile_6944_2912.tif,13
poligons_Mezs\4114-34_4_tile_6944_3136.tif,13
poligons_Mezs\4114-34_4_tile_6944_3360.tif,13
poligons_Mezs\4114-34_4_tile_6944_3584.tif,13
poligons_Mezs\4114-34_4_tile_6944_3808.tif,13
poligons_Mezs\4114-34_4_tile_6944_4032.tif,13
poligons_Mezs\4114-34_4_tile_6944_4256.tif,13
poligons_Mezs\4114-34_4_tile_6944_448.tif,13
poligons_Mezs\4114-34_4_tile_6944_4480.tif,13
poligons_Mezs\4114-34_4_tile_6944_4704.tif,13
poligons_Mezs\4114-34_4_tile_6944_4928.tif,13
poligons_Mezs\4114-34_4_tile_6944_5152.tif,13
poligons_Mezs\4114-34_4_tile_6944_5376.tif,13
poligons_Mezs\4114-34_4_tile_6944_5600.tif,13
poligons_Mezs\4114-34_4_tile_6944_5824.tif,13
poligons_Mezs\4114-34_4_tile_6944_6048.tif,13
poligons_Mezs\4114-34_4_tile_6944_6272.tif,13
poligons_Mezs\4114-34_4_tile_6944_6496.tif,13
poligons_Mezs\4114-34_4_tile_6944_672.tif,13
poligons_Mezs\4114-34_4_tile_6944_6720.tif,13
poligons_Mezs\4114-34_4_tile_6944_6944.tif,13
poligons_Mezs\4114-34_4_tile_6944_7168.tif,13
poligons_Mezs\4114-34_4_tile_6944_7392.tif,13
poligons_Mezs\4114-34_4_tile_6944_7616.tif,13
poligons_Mezs\4114-34_4_tile_6944_7840.tif,13
poligons_Mezs\4114-34_4_tile_6944_8064.tif,13
poligons_Mezs\4114-34_4_tile_6944_8288.tif,13
poligons_Mezs\4114-34_4_tile_6944_8512.tif,13
poligons_Mezs\4114-34_4_tile_6944_8736.tif,13
poligons_Mezs\4114-34_4_tile_6944_896.tif,13
poligons_Mezs\4114-34_4_tile_6944_8960.tif,13
poligons_Mezs\4114-34_4_tile_6944_9184.tif,13
poligons_Mezs\4114-34_4_tile_6944_9408.tif,13
poligons_Mezs\4114-34_4_tile_6944_9632.tif,13
poligons_Mezs\4114-34_4_tile_7168_0.tif,13
poligons_Mezs\4114-34_4_tile_7168_1120.tif,13
poligons_Mezs\4114-34_4_tile_7168_1344.tif,13
poligons_Mezs\4114-34_4_tile_7168_1568.tif,13
poligons_Mezs\4114-34_4_tile_7168_1792.tif,13
poligons_Mezs\4114-34_4_tile_7168_2016.tif,13
poligons_Mezs\4114-34_4_tile_7168_224.tif,13
poligons_Mezs\4114-34_4_tile_7168_2240.tif,13
poligons_Mezs\4114-34_4_tile_7168_2464.tif,13
poligons_Mezs\4114-34_4_tile_7168_2688.tif,13
poligons_Mezs\4114-34_4_tile_7168_2912.tif,13
poligons_Mezs\4114-34_4_tile_7168_3136.tif,13
poligons_Mezs\4114-34_4_tile_7168_3360.tif,13
poligons_Mezs\4114-34_4_tile_7168_3584.tif,13
poligons_Mezs\4114-34_4_tile_7168_3808.tif,13
poligons_Mezs\4114-34_4_tile_7168_4032.tif,13
poligons_Mezs\4114-34_4_tile_7168_4256.tif,13
poligons_Mezs\4114-34_4_tile_7168_448.tif,13
poligons_Mezs\4114-34_4_tile_7168_4480.tif,13
poligons_Mezs\4114-34_4_tile_7168_4704.tif,13
poligons_Mezs\4114-34_4_tile_7168_4928.tif,13
poligons_Mezs\4114-34_4_tile_7168_5152.tif,13
poligons_Mezs\4114-34_4_tile_7168_5376.tif,13
poligons_Mezs\4114-34_4_tile_7168_5600.tif,13
poligons_Mezs\4114-34_4_tile_7168_5824.tif,13
poligons_Mezs\4114-34_4_tile_7168_6048.tif,13
poligons_Mezs\4114-34_4_tile_7168_6272.tif,13
poligons_Mezs\4114-34_4_tile_7168_6496.tif,13
poligons_Mezs\4114-34_4_tile_7168_672.tif,13
poligons_Mezs\4114-34_4_tile_7168_6720.tif,13
poligons_Mezs\4114-34_4_tile_7168_6944.tif,13
poligons_Mezs\4114-34_4_tile_7168_7168.tif,13
poligons_Mezs\4114-34_4_tile_7168_7392.tif,13
poligons_Mezs\4114-34_4_tile_7168_7616.tif,13
poligons_Mezs\4114-34_4_tile_7168_7840.tif,13
poligons_Mezs\4114-34_4_tile_7168_8064.tif,13
poligons_Mezs\4114-34_4_tile_7168_8288.tif,13
poligons_Mezs\4114-34_4_tile_7168_8512.tif,13
poligons_Mezs\4114-34_4_tile_7168_8736.tif,13
poligons_Mezs\4114-34_4_tile_7168_896.tif,13
poligons_Mezs\4114-34_4_tile_7168_8960.tif,13
poligons_Mezs\4114-34_4_tile_7168_9184.tif,13
poligons_Mezs\4114-34_4_tile_7168_9408.tif,13
poligons_Mezs\4114-34_4_tile_7168_9632.tif,13
poligons_Mezs\4114-34_4_tile_7392_0.tif,13
poligons_Mezs\4114-34_4_tile_7392_1120.tif,13
poligons_Mezs\4114-34_4_tile_7392_1344.tif,13
poligons_Mezs\4114-34_4_tile_7392_1568.tif,13
poligons_Mezs\4114-34_4_tile_7392_1792.tif,13
poligons_Mezs\4114-34_4_tile_7392_2016.tif,13
poligons_Mezs\4114-34_4_tile_7392_224.tif,13
poligons_Mezs\4114-34_4_tile_7392_2240.tif,13
poligons_Mezs\4114-34_4_tile_7392_2464.tif,13
poligons_Mezs\4114-34_4_tile_7392_2688.tif,13
poligons_Mezs\4114-34_4_tile_7392_2912.tif,13
poligons_Mezs\4114-34_4_tile_7392_3136.tif,13
poligons_Mezs\4114-34_4_tile_7392_3360.tif,13
poligons_Mezs\4114-34_4_tile_7392_3584.tif,13
poligons_Mezs\4114-34_4_tile_7392_3808.tif,13
poligons_Mezs\4114-34_4_tile_7392_4032.tif,13
poligons_Mezs\4114-34_4_tile_7392_4256.tif,13
poligons_Mezs\4114-34_4_tile_7392_448.tif,13
poligons_Mezs\4114-34_4_tile_7392_4480.tif,13
poligons_Mezs\4114-34_4_tile_7392_4704.tif,13
poligons_Mezs\4114-34_4_tile_7392_4928.tif,13
poligons_Mezs\4114-34_4_tile_7392_5152.tif,13
poligons_Mezs\4114-34_4_tile_7392_5376.tif,13
poligons_Mezs\4114-34_4_tile_7392_5600.tif,13
poligons_Mezs\4114-34_4_tile_7392_5824.tif,13
poligons_Mezs\4114-34_4_tile_7392_6048.tif,13
poligons_Mezs\4114-34_4_tile_7392_6272.tif,13
poligons_Mezs\4114-34_4_tile_7392_6496.tif,13
poligons_Mezs\4114-34_4_tile_7392_672.tif,13
poligons_Mezs\4114-34_4_tile_7392_6720.tif,13
poligons_Mezs\4114-34_4_tile_7392_6944.tif,13
poligons_Mezs\4114-34_4_tile_7392_7168.tif,13
poligons_Mezs\4114-34_4_tile_7392_7392.tif,13
poligons_Mezs\4114-34_4_tile_7392_7616.tif,13
poligons_Mezs\4114-34_4_tile_7392_7840.tif,13
poligons_Mezs\4114-34_4_tile_7392_8064.tif,13
poligons_Mezs\4114-34_4_tile_7392_896.tif,13
poligons_Mezs\4114-34_4_tile_7616_0.tif,13
poligons_Mezs\4114-34_4_tile_7616_1120.tif,13
poligons_Mezs\4114-34_4_tile_7616_1344.tif,13
poligons_Mezs\4114-34_4_tile_7616_1568.tif,13
poligons_Mezs\4114-34_4_tile_7616_1792.tif,13
poligons_Mezs\4114-34_4_tile_7616_2016.tif,13
poligons_Mezs\4114-34_4_tile_7616_224.tif,13
poligons_Mezs\4114-34_4_tile_7616_2240.tif,13
poligons_Mezs\4114-34_4_tile_7616_2464.tif,13
poligons_Mezs\4114-34_4_tile_7616_2688.tif,13
poligons_Mezs\4114-34_4_tile_7616_2912.tif,13
poligons_Mezs\4114-34_4_tile_7616_3136.tif,13
poligons_Mezs\4114-34_4_tile_7616_3360.tif,13
poligons_Mezs\4114-34_4_tile_7616_3584.tif,13
poligons_Mezs\4114-34_4_tile_7616_3808.tif,13
poligons_Mezs\4114-34_4_tile_7616_4032.tif,13
poligons_Mezs\4114-34_4_tile_7616_4256.tif,13
poligons_Mezs\4114-34_4_tile_7616_448.tif,13
poligons_Mezs\4114-34_4_tile_7616_4480.tif,13
poligons_Mezs\4114-34_4_tile_7616_4704.tif,13
poligons_Mezs\4114-34_4_tile_7616_4928.tif,13
poligons_Mezs\4114-34_4_tile_7616_5152.tif,13
poligons_Mezs\4114-34_4_tile_7616_5376.tif,13
poligons_Mezs\4114-34_4_tile_7616_5600.tif,13
poligons_Mezs\4114-34_4_tile_7616_5824.tif,13
poligons_Mezs\4114-34_4_tile_7616_6048.tif,13
poligons_Mezs\4114-34_4_tile_7616_6272.tif,13
poligons_Mezs\4114-34_4_tile_7616_6496.tif,13
poligons_Mezs\4114-34_4_tile_7616_672.tif,13
poligons_Mezs\4114-34_4_tile_7616_6720.tif,13
poligons_Mezs\4114-34_4_tile_7616_6944.tif,13
poligons_Mezs\4114-34_4_tile_7616_7168.tif,13
poligons_Mezs\4114-34_4_tile_7616_7392.tif,13
poligons_Mezs\4114-34_4_tile_7616_7616.tif,13
poligons_Mezs\4114-34_4_tile_7616_896.tif,13
poligons_Mezs\4114-34_4_tile_7616_8960.tif,13
poligons_Mezs\4114-34_4_tile_7616_9184.tif,13
poligons_Mezs\4114-34_4_tile_7616_9408.tif,13
poligons_Mezs\4114-34_4_tile_7616_9632.tif,13
poligons_Mezs\4114-34_4_tile_7840_0.tif,13
poligons_Mezs\4114-34_4_tile_7840_1120.tif,13
poligons_Mezs\4114-34_4_tile_7840_1344.tif,13
poligons_Mezs\4114-34_4_tile_7840_1568.tif,13
poligons_Mezs\4114-34_4_tile_7840_1792.tif,13
poligons_Mezs\4114-34_4_tile_7840_2016.tif,13
poligons_Mezs\4114-34_4_tile_7840_224.tif,13
poligons_Mezs\4114-34_4_tile_7840_2240.tif,13
poligons_Mezs\4114-34_4_tile_7840_2464.tif,13
poligons_Mezs\4114-34_4_tile_7840_2688.tif,13
poligons_Mezs\4114-34_4_tile_7840_2912.tif,13
poligons_Mezs\4114-34_4_tile_7840_3136.tif,13
poligons_Mezs\4114-34_4_tile_7840_3360.tif,13
poligons_Mezs\4114-34_4_tile_7840_3584.tif,13
poligons_Mezs\4114-34_4_tile_7840_3808.tif,13
poligons_Mezs\4114-34_4_tile_7840_4032.tif,13
poligons_Mezs\4114-34_4_tile_7840_4256.tif,13
poligons_Mezs\4114-34_4_tile_7840_448.tif,13
poligons_Mezs\4114-34_4_tile_7840_4480.tif,13
poligons_Mezs\4114-34_4_tile_7840_4704.tif,13
poligons_Mezs\4114-34_4_tile_7840_4928.tif,13
poligons_Mezs\4114-34_4_tile_7840_5152.tif,13
poligons_Mezs\4114-34_4_tile_7840_5376.tif,13
poligons_Mezs\4114-34_4_tile_7840_5600.tif,13
poligons_Mezs\4114-34_4_tile_7840_5824.tif,13
poligons_Mezs\4114-34_4_tile_7840_6048.tif,13
poligons_Mezs\4114-34_4_tile_7840_6272.tif,13
poligons_Mezs\4114-34_4_tile_7840_6496.tif,13
poligons_Mezs\4114-34_4_tile_7840_672.tif,13
poligons_Mezs\4114-34_4_tile_7840_6720.tif,13
poligons_Mezs\4114-34_4_tile_7840_6944.tif,13
poligons_Mezs\4114-34_4_tile_7840_7168.tif,13
poligons_Mezs\4114-34_4_tile_7840_8064.tif,13
poligons_Mezs\4114-34_4_tile_7840_8288.tif,13
poligons_Mezs\4114-34_4_tile_7840_8512.tif,13
poligons_Mezs\4114-34_4_tile_7840_8736.tif,13
poligons_Mezs\4114-34_4_tile_7840_896.tif,13
poligons_Mezs\4114-34_4_tile_7840_8960.tif,13
poligons_Mezs\4114-34_4_tile_7840_9184.tif,13
poligons_Mezs\4114-34_4_tile_7840_9408.tif,13
poligons_Mezs\4114-34_4_tile_7840_9632.tif,13
poligons_Mezs\4114-34_4_tile_8064_0.tif,13
poligons_Mezs\4114-34_4_tile_8064_1120.tif,13
poligons_Mezs\4114-34_4_tile_8064_1344.tif,13
poligons_Mezs\4114-34_4_tile_8064_1568.tif,13
poligons_Mezs\4114-34_4_tile_8064_1792.tif,13
poligons_Mezs\4114-34_4_tile_8064_2016.tif,13
poligons_Mezs\4114-34_4_tile_8064_224.tif,13
poligons_Mezs\4114-34_4_tile_8064_2240.tif,13
poligons_Mezs\4114-34_4_tile_8064_2464.tif,13
poligons_Mezs\4114-34_4_tile_8064_2688.tif,13
poligons_Mezs\4114-34_4_tile_8064_2912.tif,13
poligons_Mezs\4114-34_4_tile_8064_3136.tif,13
poligons_Mezs\4114-34_4_tile_8064_3360.tif,13
poligons_Mezs\4114-34_4_tile_8064_3584.tif,13
poligons_Mezs\4114-34_4_tile_8064_3808.tif,13
poligons_Mezs\4114-34_4_tile_8064_4032.tif,13
poligons_Mezs\4114-34_4_tile_8064_4256.tif,13
poligons_Mezs\4114-34_4_tile_8064_448.tif,13
poligons_Mezs\4114-34_4_tile_8064_4480.tif,13
poligons_Mezs\4114-34_4_tile_8064_4704.tif,13
poligons_Mezs\4114-34_4_tile_8064_4928.tif,13
poligons_Mezs\4114-34_4_tile_8064_5152.tif,13
poligons_Mezs\4114-34_4_tile_8064_5376.tif,13
poligons_Mezs\4114-34_4_tile_8064_5600.tif,13
poligons_Mezs\4114-34_4_tile_8064_5824.tif,13
poligons_Mezs\4114-34_4_tile_8064_6048.tif,13
poligons_Mezs\4114-34_4_tile_8064_6272.tif,13
poligons_Mezs\4114-34_4_tile_8064_6496.tif,13
poligons_Mezs\4114-34_4_tile_8064_672.tif,13
poligons_Mezs\4114-34_4_tile_8064_7616.tif,13
poligons_Mezs\4114-34_4_tile_8064_7840.tif,13
poligons_Mezs\4114-34_4_tile_8064_8064.tif,13
poligons_Mezs\4114-34_4_tile_8064_8288.tif,13
poligons_Mezs\4114-34_4_tile_8064_8512.tif,13
poligons_Mezs\4114-34_4_tile_8064_8736.tif,13
poligons_Mezs\4114-34_4_tile_8064_8960.tif,13
poligons_Mezs\4114-34_4_tile_8064_9184.tif,13
poligons_Mezs\4114-34_4_tile_8064_9408.tif,13
poligons_Mezs\4114-34_4_tile_8064_9632.tif,13
poligons_Mezs\4114-34_4_tile_8288_0.tif,13
poligons_Mezs\4114-34_4_tile_8288_1120.tif,13
poligons_Mezs\4114-34_4_tile_8288_1344.tif,13
poligons_Mezs\4114-34_4_tile_8288_1568.tif,13
poligons_Mezs\4114-34_4_tile_8288_1792.tif,13
poligons_Mezs\4114-34_4_tile_8288_2016.tif,13
poligons_Mezs\4114-34_4_tile_8288_2240.tif,13
poligons_Mezs\4114-34_4_tile_8288_2464.tif,13
poligons_Mezs\4114-34_4_tile_8288_2688.tif,13
poligons_Mezs\4114-34_4_tile_8288_2912.tif,13
poligons_Mezs\4114-34_4_tile_8288_7168.tif,13
poligons_Mezs\4114-34_4_tile_8288_7392.tif,13
poligons_Mezs\4114-34_4_tile_8288_7616.tif,13
poligons_Mezs\4114-34_4_tile_8288_7840.tif,13
poligons_Mezs\4114-34_4_tile_8288_8064.tif,13
poligons_Mezs\4114-34_4_tile_8288_8288.tif,13
poligons_Mezs\4114-34_4_tile_8288_8512.tif,13
poligons_Mezs\4114-34_4_tile_8288_8736.tif,13
poligons_Mezs\4114-34_4_tile_8288_8960.tif,13
poligons_Mezs\4114-34_4_tile_8288_9184.tif,13
poligons_Mezs\4114-34_4_tile_8288_9408.tif,13
poligons_Mezs\4114-34_4_tile_8288_9632.tif,13
poligons_Mezs\4114-34_4_tile_8512_0.tif,13
poligons_Mezs\4114-34_4_tile_8512_1120.tif,13
poligons_Mezs\4114-34_4_tile_8512_1344.tif,13
poligons_Mezs\4114-34_4_tile_8512_1568.tif,13
poligons_Mezs\4114-34_4_tile_8512_1792.tif,13
poligons_Mezs\4114-34_4_tile_8512_2016.tif,13
poligons_Mezs\4114-34_4_tile_8512_3584.tif,13
poligons_Mezs\4114-34_4_tile_8512_3808.tif,13
poligons_Mezs\4114-34_4_tile_8512_4032.tif,13
poligons_Mezs\4114-34_4_tile_8512_4256.tif,13
poligons_Mezs\4114-34_4_tile_8512_4480.tif,13
poligons_Mezs\4114-34_4_tile_8512_4704.tif,13
poligons_Mezs\4114-34_4_tile_8512_5376.tif,13
poligons_Mezs\4114-34_4_tile_8512_5600.tif,13
poligons_Mezs\4114-34_4_tile_8512_5824.tif,13
poligons_Mezs\4114-34_4_tile_8512_6048.tif,13
poligons_Mezs\4114-34_4_tile_8512_6272.tif,13
poligons_Mezs\4114-34_4_tile_8512_6496.tif,13
poligons_Mezs\4114-34_4_tile_8512_6720.tif,13
poligons_Mezs\4114-34_4_tile_8512_6944.tif,13
poligons_Mezs\4114-34_4_tile_8512_7168.tif,13
poligons_Mezs\4114-34_4_tile_8512_7392.tif,13
poligons_Mezs\4114-34_4_tile_8512_7616.tif,13
poligons_Mezs\4114-34_4_tile_8512_7840.tif,13
poligons_Mezs\4114-34_4_tile_8512_8064.tif,13
poligons_Mezs\4114-34_4_tile_8512_8288.tif,13
poligons_Mezs\4114-34_4_tile_8512_8512.tif,13
poligons_Mezs\4114-34_4_tile_8512_8736.tif,13
poligons_Mezs\4114-34_4_tile_8512_896.tif,13
poligons_Mezs\4114-34_4_tile_8512_8960.tif,13
poligons_Mezs\4114-34_4_tile_8512_9184.tif,13
poligons_Mezs\4114-34_4_tile_8512_9408.tif,13
poligons_Mezs\4114-34_4_tile_8512_9632.tif,13
poligons_Mezs\4114-34_4_tile_8736_0.tif,13
poligons_Mezs\4114-34_4_tile_8736_224.tif,13
poligons_Mezs\4114-34_4_tile_8736_2688.tif,13
poligons_Mezs\4114-34_4_tile_8736_2912.tif,13
poligons_Mezs\4114-34_4_tile_8736_3136.tif,13
poligons_Mezs\4114-34_4_tile_8736_3360.tif,13
poligons_Mezs\4114-34_4_tile_8736_3584.tif,13
poligons_Mezs\4114-34_4_tile_8736_3808.tif,13
poligons_Mezs\4114-34_4_tile_8736_4032.tif,13
poligons_Mezs\4114-34_4_tile_8736_4256.tif,13
poligons_Mezs\4114-34_4_tile_8736_448.tif,13
poligons_Mezs\4114-34_4_tile_8736_4480.tif,13
poligons_Mezs\4114-34_4_tile_8736_4704.tif,13
poligons_Mezs\4114-34_4_tile_8736_5376.tif,13
poligons_Mezs\4114-34_4_tile_8736_5600.tif,13
poligons_Mezs\4114-34_4_tile_8736_5824.tif,13
poligons_Mezs\4114-34_4_tile_8736_6048.tif,13
poligons_Mezs\4114-34_4_tile_8736_6272.tif,13
poligons_Mezs\4114-34_4_tile_8736_6496.tif,13
poligons_Mezs\4114-34_4_tile_8736_672.tif,13
poligons_Mezs\4114-34_4_tile_8736_6720.tif,13
poligons_Mezs\4114-34_4_tile_8736_6944.tif,13
poligons_Mezs\4114-34_4_tile_8736_7168.tif,13
poligons_Mezs\4114-34_4_tile_8736_7392.tif,13
poligons_Mezs\4114-34_4_tile_8736_7616.tif,13
poligons_Mezs\4114-34_4_tile_8736_7840.tif,13
poligons_Mezs\4114-34_4_tile_8736_8064.tif,13
poligons_Mezs\4114-34_4_tile_8736_8288.tif,13
poligons_Mezs\4114-34_4_tile_8736_8512.tif,13
poligons_Mezs\4114-34_4_tile_8736_8736.tif,13
poligons_Mezs\4114-34_4_tile_8736_896.tif,13
poligons_Mezs\4114-34_4_tile_8736_8960.tif,13
poligons_Mezs\4114-34_4_tile_8736_9184.tif,13
poligons_Mezs\4114-34_4_tile_8736_9408.tif,13
poligons_Mezs\4114-34_4_tile_8736_9632.tif,13
poligons_Mezs\4114-34_4_tile_8960_1568.tif,13
poligons_Mezs\4114-34_4_tile_8960_1792.tif,13
poligons_Mezs\4114-34_4_tile_8960_2016.tif,13
poligons_Mezs\4114-34_4_tile_8960_2240.tif,13
poligons_Mezs\4114-34_4_tile_8960_2464.tif,13
poligons_Mezs\4114-34_4_tile_8960_2688.tif,13
poligons_Mezs\4114-34_4_tile_8960_2912.tif,13
poligons_Mezs\4114-34_4_tile_8960_3136.tif,13
poligons_Mezs\4114-34_4_tile_8960_3360.tif,13
poligons_Mezs\4114-34_4_tile_8960_3584.tif,13
poligons_Mezs\4114-34_4_tile_8960_3808.tif,13
poligons_Mezs\4114-34_4_tile_8960_4032.tif,13
poligons_Mezs\4114-34_4_tile_8960_4256.tif,13
poligons_Mezs\4114-34_4_tile_8960_4480.tif,13
poligons_Mezs\4114-34_4_tile_8960_4704.tif,13
poligons_Mezs\4114-34_4_tile_8960_4928.tif,13
poligons_Mezs\4114-34_4_tile_8960_5376.tif,13
poligons_Mezs\4114-34_4_tile_8960_5600.tif,13
poligons_Mezs\4114-34_4_tile_8960_5824.tif,13
poligons_Mezs\4114-34_4_tile_8960_6048.tif,13
poligons_Mezs\4114-34_4_tile_8960_6272.tif,13
poligons_Mezs\4114-34_4_tile_8960_6496.tif,13
poligons_Mezs\4114-34_4_tile_8960_6720.tif,13
poligons_Mezs\4114-34_4_tile_8960_6944.tif,13
poligons_Mezs\4114-34_4_tile_8960_7168.tif,13
poligons_Mezs\4114-34_4_tile_8960_7392.tif,13
poligons_Mezs\4114-34_4_tile_8960_7616.tif,13
poligons_Mezs\4114-34_4_tile_8960_7840.tif,13
poligons_Mezs\4114-34_4_tile_8960_8064.tif,13
poligons_Mezs\4114-34_4_tile_8960_8288.tif,13
poligons_Mezs\4114-34_4_tile_8960_8512.tif,13
poligons_Mezs\4114-34_4_tile_8960_8736.tif,13
poligons_Mezs\4114-34_4_tile_8960_8960.tif,13
poligons_Mezs\4114-34_4_tile_8960_9184.tif,13
poligons_Mezs\4114-34_4_tile_8960_9408.tif,13
poligons_Mezs\4114-34_4_tile_8960_9632.tif,13
poligons_Mezs\4114-34_4_tile_9184_0.tif,13
poligons_Mezs\4114-34_4_tile_9184_1120.tif,13
poligons_Mezs\4114-34_4_tile_9184_1344.tif,13
poligons_Mezs\4114-34_4_tile_9184_1568.tif,13
